,Hotel_name,Rating,Coordinates,Description,Link,City
86,Le Grand Hôtel Grenoble,"8,6","45.19081504,5.72854802","['Le Grand Hôtel Grenoble est un établissement 4 étoiles situé dans le centre-ville de Grenoble, à 10 mètres de la place Grenette. Les chambres sont insonorisées et climatisées. Certaines sont pourvues d’un balcon.', 'Elles comprennent une salle de bains privative avec une baignoire ou une douche à l’italienne. Elles sont également équipées d’un minibar, d’une télévision par satellite à écran plat et d’une connexion Wi-Fi gratuite.', 'Le bar sur place, Le Stendhal, vous proposera une large gamme de boissons, cocktails et vins. Vous aurez le choix entre un petit-déjeuner complet ou express. Des plats froids peuvent être livrés dans votre chambre pour le déjeuner ou le dîner.', 'La réception du Grand Hôtel Grenoble est ouverte 24h/24. La gare TGV de Grenoble se trouve à 1,5 km. Un parking public est disponible à proximité. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-grand-grenoble-centre.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
87,Novotel Grenoble Centre,"7,7","45.19069500,5.71259558","[""Le Novotel Grenoble Centre est installé au cœur du quartier des affaires de Grenoble, à seulement quelques pas de la gare TGV. Vous trouverez un arrêt de tramway juste devant l'hôtel et de nombreuses grandes entreprises à proximité. Le centre historique est à seulement 10 minutes en voiture du Novotel Grenoble Centre."", ""Les chambres sont équipées de la climatisation, d'un bureau, d'un coffre-fort et d'un minibar. Certaines disposent d'une machine à café Nespresso. Toutes comprennent une salle de bains privative avec une douche et un sèche-cheveux."", ""Vous aurez accès à la salle de sport du Novotel. Le Novotel Grenoble Centre dispose également d'un restaurant, d'un bar, de salles de conférence, d'équipements pour les personnes à mobilité réduite et d'un parking privé (payant). Deux enfants de 16 ans maximum peuvent séjourner gratuitement dans la chambre de leurs parents."", 'Cet hôtel est également situé à quelques kilomètres de la chaîne de Belledonne et du massif du Vercors. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nNovotel\n']",<200 https://www.booking.com/hotel/fr/grenoble-centre.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
88,Okko Hotels Grenoble Jardin Hoche,"8,5","45.18495018,5.72598981","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Okko Hotels Grenoble Jardin Hoche\xa0! "", ' pour économiser.', 'Situé à Grenoble, à proximité immédiate du jardin Hoche, l’Okko Hotels Grenoble Jardin Hoche possède un sauna et une salle de sport. Cet hôtel design bénéficie d’une terrasse avec vue sur le parc Hoche, d’une réception ouverte 24h/24 et d’une connexion Wi-Fi gratuite.', 'Les chambres comprennent toutes la climatisation, une télévision à écran plat, un bureau et une machine à café. Leur salle de bains privative est pourvue d’une douche, d’un sèche-cheveux et d’articles de toilette gratuits.', ""Un petit-déjeuner buffet est servi chaque matin sur place. Des boissons sans alcool sont également proposées gratuitement toute la journée dans le salon. Le soir, vous pourrez profiter d'un buffet d'entrées avec des antipasti, des légumes frais, de délicieux dips et des produits de saison."", 'L’Okko Hotels Grenoble Jardin Hoche possède un salon club et une bibliothèque. L’hôtel est situé à 500 mètres du parc Paul-Mistral, à 50 mètres du centre commercial La Caserne de Bonne et à 1,5 km de la gare ferroviaire de Grenoble. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nOkko Hotels\n']",<200 https://www.booking.com/hotel/fr/okko-hotels-grenoble-jardin-hoche.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
89,ibis Grenoble Gare,"7,6","45.19289800,5.71739092","[""Situé à seulement 200 mètres de la gare de Grenoble, l'ibis Grenoble Gare propose des chambres climatisées avec vue sur la montagne et connexion Wi-Fi gratuite. Il possède une réception ouverte 24h/24 et un bar. Il se trouve à 5 minutes à pied du centre-ville."", ""Décorées dans un style moderne, les chambres comprennent toutes une télévision par satellite à écran LCD. Chacune est insonorisée et dispose d'un téléphone, d'un bureau et d'une salle de bains privative avec sèche-cheveux."", ""Un petit-déjeuner buffet composé de plats sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits est servi tous les jours. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont également proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des heures normales de petit-déjeuner, vous pourrez également profiter d'une option plus légère, disponible à partir de 4h00. Des collations et des boissons peuvent être commandées à tout moment à la réception ouverte 24h/24."", ""Un parking privé est disponible sur place, moyennant des frais supplémentaires. Le musée de Grenoble se trouve à seulement 1 km et le fort de la Bastille à 2 km. Vous trouverez des restaurants français traditionnels à moins de 400 mètres.L'établissement se trouve à 1,5 km de l'autoroute A480. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis\n']",<200 https://www.booking.com/hotel/fr/ibis-grenoble-gare.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
90,Hotel Lux,"8,1","45.18952200,5.71622600","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Lux\xa0! "", ' pour économiser.', 'Proposant des chambres avec une connexion Wi-Fi gratuite, l’Hotel Lux est doté d’un emplacement central à Grenoble, à seulement 50 mètres des bars et restaurants ainsi qu’à 3 minutes à pied de la gare. La réception est ouverte 24h/24.', 'Toutes les chambres disposent d’un bureau et d’une télévision à écran plat. Leur salle de bains privative est pourvue d’un sèche-cheveux ainsi que d’articles de toilette gratuits.', 'Vous trouverez une station de tramways à 300 mètres, le complexe scientifique Minatec à 1 km et des remontées mécaniques à environ 15 km.', 'Une bouilloire et du matériel de repassage peuvent être fournis sur demande. Un parking public est accessible à proximité moyennant des frais supplémentaires. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/hotel-lux.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
91,B&B Hôtel Grenoble Centre Alpexpo,"7,6","45.15883667,5.73443547","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement B&B Hôtel Grenoble Centre Alpexpo\xa0! "", ' pour économiser.', ""Le B&B Grenoble Centre Alpexpo est situé à Grenoble, à seulement 800 mètres d'Alpexpo. Doté d'une réception ouverte 24h/24, il propose une connexion Wi-Fi gratuite et des hébergements insonorisés. Il se trouve à 200 mètres de la station de tramway Grand Place."", ""Toutes les chambres du B&B Grenoble Centre Alpexpo sont desservies par un ascenseur. Elles sont décorées dans un style contemporain. Chacune comprend un bureau, une télévision à écran plat et une salle de bains privative dotée d'une douche."", 'Un petit-déjeuner continental est servi tous les matins dans le salon commun.', ""Une bagagerie est à votre disposition sur place. Un nombre limité de places de parking sont accessibles gratuitement. La Bastille se trouve à 7 km. L'autoroute A480 se situe à 5 km. "", '\n', '\nChaîne hôtelière/marque:\nB&B Hotels\n']",<200 https://www.booking.com/hotel/fr/b-amp-b-grenoble-centre-alpexpo.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
92,Hôtel d’Angleterre Grenoble Hyper-Centre,"7,8","45.18920402,5.72537228","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel d’Angleterre Grenoble Hyper-Centre\xa0! "", ' pour économiser.', ""L'Hôtel d'Angleterre Grenoble Hyper-Centre est situé au cœur de Grenoble, face aux jardins de la place Victor Hugo et à seulement 1 minute à pied de l'arrêt de tramway Victor Hugo. Il comporte une connexion Wi-Fi gratuite et un bar sur place."", ""Toutes les chambres sont insonorisées et climatisées. Elles disposent d'un bureau, d'une télévision par satellite à écran LCD et d'un lecteur DVD. Leur salle de bains privative est pourvue d'articles de toilette gratuits. Certaines bénéficient également d'une baignoire d'hydromassage et d'un balcon privé offrant une vue sur le massif du Vercors."", ""Un petit-déjeuner buffet comprenant des plats chauds, froids, sucrés et salés est disponible tous les jours. Un petit-déjeuner continental composé d'une boisson chaude, d'un jus de fruits, d'une viennoiserie, de pain, de beurre et de confiture est également proposé."", ""Un parking souterrain payant est accessible à proximité. L'aéroport de Grenoble-Isère, le plus proche, se trouve à 45 km. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/tiangleterre.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
93,Kyriad Grenoble Centre,"7,7","45.16819994,5.71199477","[""Situé à Grenoble, à 200 mètres du stade Lesdiguières, le Kyriad Grenoble Centre vous accueille dans un hôtel 3 étoiles doté d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite. Le centre de conventions Alpexpo se trouve à 3 km. Vous pourrez profiter gratuitement d'un parking privé sous surveillance vidéo."", ""Toutes les chambres comprennent la climatisation, une télévision par satellite à écran plat avec Canal + notamment et un plateau/bouilloire. Leur salle de bains privative est pourvue d'une baignoire et d'articles de toilette offerts."", ""Le service d'étage et le bar sont disponibles 24h/24 et 7j/7. Le matin, vous pourrez déguster un petit-déjeuner buffet."", ""Le téléphérique de Grenoble-La Bastille se trouve à 4 km, tandis que la gare de Grenoble, placée à 3 km, est accessible en 10 minutes en tramway. Enfin, l'aéroport de Grenoble-Isère est implanté à 46 km. "", '\n', '\nChaîne hôtelière/marque:\nKyriad Hotel\n']",<200 https://www.booking.com/hotel/fr/qualityhotelgrenoble.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
94,ibis Grenoble Centre Bastille,"7,3","45.19052518,5.72641228","[""Situé dans le centre-ville de Grenoble, l'ibis Grenoble Centre Bastille propose une réception ouverte 24h/24 et un bar. Vous bénéficierez gratuitement d'une connexion Wi-Fi disponible dans l'ensemble de l'établissement. L'arrêt de tramway Victor Hugo se trouve juste devant l'hôtel et le téléphérique de la Bastille à 500 mètres."", ""Les chambres climatisées possèdent une télévision par câble à écran plat, une armoire, un bureau et un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gracieusement à votre disposition."", ""Un petit-déjeuner buffet, composé d'aliments sucrés et salés parmi lesquels des œufs, de la salade de fruits, des yaourts et des jus de fruits, est servi chaque matin. Des viennoiseries préparées sur place et des madeleines fraîches sont disponibles, ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est disponible à partir de 4h00."", ""L'hôtel propose un parking privé sur place, une bagagerie, la presse quotidienne et un ascenseur. La place Victor Hugo se trouve à 100 mètres. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis\n']",<200 https://www.booking.com/hotel/fr/ibis-grenoble-centre.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
95,Maison Barbillon Grenoble,"8,3","45.19079330,5.71669668","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison Barbillon Grenoble\xa0! "", ' pour économiser.', ""La Maison Barbillon Grenoble vous accueille à Grenoble, à seulement 100 mètres de la gare. L’établissement propose des chambres confortables dotées d'une télévision par satellite et d'une connexion Wi-Fi gratuite."", ""Les chambres de la Maison Barbillon Grenoble présentent une décoration authentique et élégante. Elles disposent d'une salle de bains privative avec sèche-cheveux."", 'Un petit-déjeuner buffet est servi tous les matins dans la salle prévue à cet effet. Vous trouverez de nombreux restaurants à quelques minutes de marche de l’hôtel.', ""La Maison Barbillon est accessible par l'autoroute A480. L’hôtel est installé à côté du World Trade Center de Grenoble et à seulement 13 minutes à pied de la cathédrale Saint-André. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/maison-barbillon-grenoble.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
96,Hôtel du Palais des Papes,"7,8","43.95034694,4.80620742","[""L'hôtel du Palais des Papes est situé à Avignon, en face du Palais des Papes. Il occupe un bâtiment de 3 étages dans une zone entièrement piétonne. Les générations d'une même famille se sont succédées depuis 1921 dans les murs chargés d'histoire de cet ancien consulat espagnol, aujourd'hui classé monument historique. La connexion Wi-Fi est gratuite."", ""Les chambres confortables donnent sur le Palais des Papes ou la place de l'Horloge. Elles disposent toutes de la climatisation ainsi que d'une salle de bains privative avec un sèche-cheveux et des articles de toilette gratuits."", ""Le Lutrin, le restaurant de l'hôtel, sert un menu varié inspiré de la cuisine traditionnelle et provençale, avec des plats renouvelés au fil des saisons."", ""Enfin, l'établissement se trouve à 5 minutes à pied du pont d'Avignon et à 15 minutes de marche de la gare centrale de la ville. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/du-palais-des-papes-avignon.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
97,Novotel Avignon Centre,"7,9","43.94273540,4.80243623","['Installé à côté de la gare ferroviaire d’Avignon, le Novotel Avignon Centrevous propose une piscine extérieure et un salon de beauté. Il possède également une salle de sport ainsi qu’un spa avec un sauna, un jacuzzi et un hammam. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble des locaux.', 'Décorées dans un style contemporain, les chambres climatisées du Novotel Avignon disposent d’une télévision à écran plat et d’un minibar. Leur salle de bains privative est pourvue d’une baignoire ou d’une douche.', 'Le petit-déjeuner est servi tous les matins dans les chambres ou dans la salle dédiée de l’hôtel donnant sur la terrasse. Vous pourrez manger ou boire un verre commandé au bar sur la terrasse quand le temps le permet.', 'Des massages sont disponibles sur place moyennant des frais supplémentaires et l’hôtel comporte une aire de jeux pour enfants.', ""Ouverts 24h/24, la réception et le bureau d’excursions pourront vous conseiller pour visiter le centre-ville d’Avignon, accessible en 10 minutes à pied. Le pont d'Avignon est à 17 minutes de marche. Un parking public est disponible sur place moyennant des frais supplémentaires. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nNovotel\n']",<200 https://www.booking.com/hotel/fr/novotel-avignon-centre.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
98,Hôtel Cloitre Saint Louis Avignon,"7,7","43.94380810,4.80494678","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Cloitre Saint Louis Avignon\xa0! "", ' pour économiser.', ""Situé dans le centre d'Avignon, à 15 minutes à pied du palais des papes et du pont de la ville, l'Hôtel Cloitre Saint Louis Avignon occupe un bâtiment du XVIème siècle doté d'une piscine extérieure sur le toit avec une grande terrasse bien exposée. Certains des élégants hébergements sont aménagés dans l'édifice historique qui présente des arcades et des voûtes aux plafonds. Vous bénéficierez gratuitement d'une connexion Wi-Fi."", ""Les chambres climatisées non-fumeurs possèdent une télévision par satellite à écran plat et une salle de bains contemporaine pourvue d'un sèche-cheveux. Certains logements sont dotés d'un balcon donnant sur la cour."", 'Le Saint Louis, le restaurant sur place, prépare une cuisine française traditionnelle. Vous pourrez dîner sur la terrasse en été et déguster une boisson au bar-salon. Un petit-déjeuner buffet est servi quotidiennement. Vous pourrez apprécier votre petit-déjeuner dans votre chambre moyennant des frais supplémentaires.', ""Le musée Calvet et la gare ferroviaire d'Avignon se trouvent à 5 minutes à pied. L'aéroport d'Avignon-Provence se situe à 20 minutes de route. Vous profiterez d'un parking privé. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/clarioncloitrestlouis.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
99,ibis Avignon Centre Gare,"7,8","43.94229069,4.80727434","[""L'ibis Avignon Centre Gare est situé au cœur d'Avignon, à seulement 50 mètres de la gare. Il met à votre disposition une réception ouverte 24h/24, un bar, une connexion Wi-Fi gratuite et une sélection de journaux. Des places de stationnement sont disponibles dans le parking public payant de la gare, juste à côté de l'hôtel."", ""Climatisées, les chambres comprennent une armoire et une télévision par câble à écran plat. Leur salle de bains privative est pourvue d'une douche. Du matériel de repassage et fourni."", 'Servi chaque matin, le petit-déjeuner buffet composé de plats sucrés et salés inclut des œufs, de la salade de fruits, des yaourts ainsi que des jus de fruits. Des madeleines, des viennoiseries cuites sur place, des boissons chaudes et un fruit à emporter sont également proposés. En dehors des horaires réguliers, vous aurez la possibilité de déguster un petit-déjeuner plus léger à partir de 4h00.', ""Cet hôtel possède un restaurant à la carte et vous pourrez vous détendre autour d'un verre au bar sur place."", ""Plusieurs sites touristiques célèbres tels que le palais des Papes ou le pont Saint-Bénézet (pont d'Avignon) sont à moins de 1 km. Le pont du Gard est à 30 km. Enfin, l'ibis Avignon Centre se situe à 3 km de la gare TGV d'Avignon. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis\n']",<200 https://www.booking.com/hotel/fr/ibis-avignon-centre-gare.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
100,Hôtel Le Médiéval,"8,3","43.94930611,4.80934560","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Médiéval\xa0! "", ' pour économiser.', ""L'établissement Le Médiéval occupe l'ancien palais d'un cardinal dans le centre historique d'Avignon. Situé à 5 minutes de marche du palais des Papes, ce bâtiment du XVIIe siècle possède un patio fleuri doté d'une fontaine."", ""Accessible par un escalier, chaque chambre climatisée dispose d'une télévision par satellite et certaines sont pourvues d'une baignoire. Elles sont également dotées d'une ligne téléphonique directe ainsi que d'un bureau et d'une connexion Wi-Fi gratuite dans l'ensemble de l'hôtel."", 'Vous dégusterez chaque matin un petit-déjeuner buffet et trouverez de nombreux magasins et restaurants à proximité.', ""L'hôtel comprend une salle de télévision et une bibliothèque."", ""L'établissement Le Médiéval est installé à 5 km de la gare TGV d'Avignon et à 10 km de l'aéroport d'Avignon. Un parking à vélos et à motos est disponible sur place sous réserve de disponibilité. Un stationnement public est possible à proximité à un tarif réduit. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-medieval-avignon.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
101,Hotel d'Europe,"8,6","43.95035467,4.80323017","[""Installé dans le cœur d'Avignon, l'Hôtel d'Europe vous accueille dans un bâtiment datant du XVIe siècle, à seulement 5 minutes à pied du Palais des papes et du pont d'Avignon. Il possède des hébergements élégants dotés d’une connexion Wi-Fi gratuite et un restaurant gastronomique sur place."", ""Chaque chambre climatisée comprend une télévision par câble à écran plat, un minibar ainsi qu’une salle de bains privative avec des articles de toilette gratuits et un sèche-cheveux. L'hôtel propose également un service de voiturier, des soins de beauté et des massages moyennant des frais supplémentaires."", ""Tous les matins, vous pourrez savourer un petit-déjeuner continental et anglais, servi sous forme de buffet chaud et froid. Ouvert du mardi au samedi, le restaurant La Vieille Fontaine, récompensé d'une étoile au guide Michelin, vous fera déguster une cuisine régionale contemporaine. "", ""\nC'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/d-europe.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
102,Mercure Avignon Gare TGV,"8,5","43.92929000,4.78411800","['Le Mercure Avignon Gare TGV vous accueille à Avignon, à 5 minutes en voiture du centre-ville et de la gare. Le palais des Papes vous attend à 8 minutes de route. Vous bénéficierez gratuitement d’une connexion Wi-Fi.', 'Les chambres comprennent une télévision par satellite ainsi qu’une salle de bains pourvue d’une grande douche. Des logements accessibles aux personnes à mobilité réduite sont également disponibles.', 'L’hôtel sert un petit-déjeuner buffet tous les matins, et vous pourrez savourer un verre au bar.', ""Lors de votre séjour, vous ne manquerez pas de visiter le pont d'Avignon, à 4 km. Le parking privé du Mercure Avignon Gare TGV est gratuit. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nMercure\n']",<200 https://www.booking.com/hotel/fr/expresshiavignon.fr.html?label=gen173nr-1FCAMoTUIHYXZpZ25vbkgNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC16aNlAbAAgHSAiRlMTQxMjQzMi02NWNmLTQ2NGYtOWNlNS04Mjc0ZDg2ZjJlNjHYAgXgAgE&sid=ef4c1fc0086d64b80e070d87330090f5>,0
